project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-PAAD	6a0a280d-4a30-4071-afe7-de6b82a6e34c	TCGA-IB-A7M4	85cded8e-caa4-4a2e-9018-6628a34e0c5b	TCGA-IB-A7M4-01A	3d204671-debc-4bd2-8ef9-0f49d38fa3fa	TCGA-IB-A7M4-01A-11	166d28f2-17b7-43ea-ae00-ef48b4d80caa	TCGA-IB-A7M4-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6a0a280d-4a30-4071-afe7-de6b82a6e34c	TCGA-IB-A7M4	85cded8e-caa4-4a2e-9018-6628a34e0c5b	TCGA-IB-A7M4-01A	3d204671-debc-4bd2-8ef9-0f49d38fa3fa	TCGA-IB-A7M4-01A-11	681bcd52-d383-4d91-8f5f-ae41fcba0e50	TCGA-IB-A7M4-01A-11R	1.92	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.21	7.0	UV Spec	released	'--
TCGA-PAAD	6a0a280d-4a30-4071-afe7-de6b82a6e34c	TCGA-IB-A7M4	85cded8e-caa4-4a2e-9018-6628a34e0c5b	TCGA-IB-A7M4-01A	3d204671-debc-4bd2-8ef9-0f49d38fa3fa	TCGA-IB-A7M4-01A-11	9e09b3bc-4a08-41cd-9f1a-5df0d73e7014	TCGA-IB-A7M4-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	f91eb33d-76f0-418c-9962-11a5b31ca1dc	TCGA-HZ-7925	4f6d03c5-e9b0-4a8a-b386-823c7a5de1db	TCGA-HZ-7925-01A	b3523170-3fe8-404a-a20d-92f414e3b17c	TCGA-HZ-7925-01A-11	8ee592f9-59fa-4dbd-908f-10f9c2d8c20f	TCGA-HZ-7925-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f91eb33d-76f0-418c-9962-11a5b31ca1dc	TCGA-HZ-7925	4f6d03c5-e9b0-4a8a-b386-823c7a5de1db	TCGA-HZ-7925-01A	b3523170-3fe8-404a-a20d-92f414e3b17c	TCGA-HZ-7925-01A-11	9eb8fa06-a26e-4ba4-bb2c-b3489250453f	TCGA-HZ-7925-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f91eb33d-76f0-418c-9962-11a5b31ca1dc	TCGA-HZ-7925	4f6d03c5-e9b0-4a8a-b386-823c7a5de1db	TCGA-HZ-7925-01A	b3523170-3fe8-404a-a20d-92f414e3b17c	TCGA-HZ-7925-01A-11	e64529de-6c85-4903-8ff7-4745e304ca6d	TCGA-HZ-7925-01A-11R	'--	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.63	7.6	UV Spec	released	'--
TCGA-PAAD	f91eb33d-76f0-418c-9962-11a5b31ca1dc	TCGA-HZ-7925	6e504566-7622-4169-b678-468670204eb6	TCGA-HZ-7925-10A	a4c9cd31-3e40-46c7-8afd-3640d67fe0b8	TCGA-HZ-7925-10A-01	bdcba520-e5e5-46c3-bcb5-245008667e78	TCGA-HZ-7925-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f91eb33d-76f0-418c-9962-11a5b31ca1dc	TCGA-HZ-7925	6e504566-7622-4169-b678-468670204eb6	TCGA-HZ-7925-10A	a4c9cd31-3e40-46c7-8afd-3640d67fe0b8	TCGA-HZ-7925-10A-01	dc2c15ae-94b2-41fb-8e32-15c2da71a2f3	TCGA-HZ-7925-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4b37b026-1d41-4bad-8996-7cb1f0e569af	TCGA-HZ-8002	b9c3c134-7ab6-4f37-a5e5-374c88970c9e	TCGA-HZ-8002-10A	52d9e26b-b019-4a03-983d-cf453f58b0f1	TCGA-HZ-8002-10A-01	29164e87-8388-48f9-bdf4-cee9855a7290	TCGA-HZ-8002-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4b37b026-1d41-4bad-8996-7cb1f0e569af	TCGA-HZ-8002	b9c3c134-7ab6-4f37-a5e5-374c88970c9e	TCGA-HZ-8002-10A	52d9e26b-b019-4a03-983d-cf453f58b0f1	TCGA-HZ-8002-10A-01	d4117350-16e0-4aa2-96e4-924e1fadc085	TCGA-HZ-8002-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4b37b026-1d41-4bad-8996-7cb1f0e569af	TCGA-HZ-8002	bec00d02-06d8-40a0-b387-339f4cb4d0db	TCGA-HZ-8002-01A	e3ae0cf2-74e0-4bad-9d03-ee18f72e38b9	TCGA-HZ-8002-01A-11	3775f108-6cf3-42f6-aa4f-7e3c2387d435	TCGA-HZ-8002-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4b37b026-1d41-4bad-8996-7cb1f0e569af	TCGA-HZ-8002	bec00d02-06d8-40a0-b387-339f4cb4d0db	TCGA-HZ-8002-01A	e3ae0cf2-74e0-4bad-9d03-ee18f72e38b9	TCGA-HZ-8002-01A-11	8dbaeaf9-ddc1-4d6d-9d69-405c6169a12b	TCGA-HZ-8002-01A-11R	'--	'--	'--	RNA	R	'--	0.13	mirVana (Allprep DNA) RNA	Yes	1.57	8.0	UV Spec	released	'--
TCGA-PAAD	4b37b026-1d41-4bad-8996-7cb1f0e569af	TCGA-HZ-8002	bec00d02-06d8-40a0-b387-339f4cb4d0db	TCGA-HZ-8002-01A	e3ae0cf2-74e0-4bad-9d03-ee18f72e38b9	TCGA-HZ-8002-01A-11	c399bfdf-903b-4131-9322-44e83fa96fff	TCGA-HZ-8002-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4c9e6085-41c3-4cfe-ad3d-5f94196a86e0	TCGA-F2-7273	75adc049-2832-4cd8-a563-2961198eda63	TCGA-F2-7273-01A	a1b8ff87-27be-4205-a7a8-bf9ccb75f97f	TCGA-F2-7273-01A-11	1858f46d-ceaa-4dbd-a6f8-2462d20c3863	TCGA-F2-7273-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4c9e6085-41c3-4cfe-ad3d-5f94196a86e0	TCGA-F2-7273	75adc049-2832-4cd8-a563-2961198eda63	TCGA-F2-7273-01A	a1b8ff87-27be-4205-a7a8-bf9ccb75f97f	TCGA-F2-7273-01A-11	8547841b-2b96-4432-be54-59ff63f1f893	TCGA-F2-7273-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.51	8.6	UV Spec	released	'--
TCGA-PAAD	4c9e6085-41c3-4cfe-ad3d-5f94196a86e0	TCGA-F2-7273	75adc049-2832-4cd8-a563-2961198eda63	TCGA-F2-7273-01A	a1b8ff87-27be-4205-a7a8-bf9ccb75f97f	TCGA-F2-7273-01A-11	8d80676e-1afb-4b30-b413-03b6347b802d	TCGA-F2-7273-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4c9e6085-41c3-4cfe-ad3d-5f94196a86e0	TCGA-F2-7273	da373f32-c368-44c0-9ca8-abbbd6bda151	TCGA-F2-7273-10A	c585d1ac-c332-4610-a3bf-070ce3680885	TCGA-F2-7273-10A-01	8f7d2fb6-29c8-4616-ab2c-56c957ccb80f	TCGA-F2-7273-10A-01D	'--	'--	'--	DNA	D	'--	0.13	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4c9e6085-41c3-4cfe-ad3d-5f94196a86e0	TCGA-F2-7273	da373f32-c368-44c0-9ca8-abbbd6bda151	TCGA-F2-7273-10A	c585d1ac-c332-4610-a3bf-070ce3680885	TCGA-F2-7273-10A-01	bd8fed6d-bf32-4fdc-b808-ea2835c3338a	TCGA-F2-7273-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2aaf212f-000a-4a9d-8a4a-198fa94f491e	TCGA-2J-AABI	5a7a09f6-7901-406d-b393-0885b3e81e92	TCGA-2J-AABI-01A	9cfa96f7-528d-4ea4-b519-6fd50d495019	TCGA-2J-AABI-01A-12	d6428fdf-f905-4b07-be6a-b41e10c2c70f	TCGA-2J-AABI-01A-12R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.89	7.4	UV Spec	released	'--
TCGA-PAAD	2aaf212f-000a-4a9d-8a4a-198fa94f491e	TCGA-2J-AABI	5a7a09f6-7901-406d-b393-0885b3e81e92	TCGA-2J-AABI-01A	9cfa96f7-528d-4ea4-b519-6fd50d495019	TCGA-2J-AABI-01A-12	f62d2f0c-9db9-46d6-bc64-7bb30ee31a72	TCGA-2J-AABI-01A-12D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2aaf212f-000a-4a9d-8a4a-198fa94f491e	TCGA-2J-AABI	d05c02fe-af2e-4d79-888a-4a49528f93ba	TCGA-2J-AABI-10A	cea41a21-8f72-420f-9e61-a301337e2232	TCGA-2J-AABI-10A-01	1d60ba4b-b9e7-45ac-ade2-0af858ea63de	TCGA-2J-AABI-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f	TCGA-2J-AABU	cdebcd86-57f0-4980-906b-7d1695f7c6f8	TCGA-2J-AABU-01A	90bfb259-fb19-4c06-b400-5ce15f225a7c	TCGA-2J-AABU-01A-11	637308bc-b677-4544-90a0-1d46e4eb9c94	TCGA-2J-AABU-01A-11R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.39	7.4	UV Spec	released	'--
TCGA-PAAD	0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f	TCGA-2J-AABU	cdebcd86-57f0-4980-906b-7d1695f7c6f8	TCGA-2J-AABU-01A	90bfb259-fb19-4c06-b400-5ce15f225a7c	TCGA-2J-AABU-01A-11	d97a11d1-c80c-4ffd-a70a-1ec9c77d3c8f	TCGA-2J-AABU-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0b4b50c7-aa0b-4a64-807b-d3cb47eeeb6f	TCGA-2J-AABU	f566fa3f-e960-4f31-afd6-c38d3945b7c0	TCGA-2J-AABU-10A	59cf25de-5242-4808-bc8d-139557cc2b88	TCGA-2J-AABU-10A-01	c82d8c8a-2626-4a6d-8038-e3467e3d9696	TCGA-2J-AABU-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5f468c25-73c3-49d5-ba12-50653dfe2c41	TCGA-3A-A9IJ	5d809b44-5c5e-4942-ac8e-a5650e1e1ccc	TCGA-3A-A9IJ-10A	35e98f3f-fa01-4b37-9892-7292aa908b6f	TCGA-3A-A9IJ-10A-01	57518237-1d1e-4c17-967f-3de1ddff7e50	TCGA-3A-A9IJ-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5f468c25-73c3-49d5-ba12-50653dfe2c41	TCGA-3A-A9IJ	5d809b44-5c5e-4942-ac8e-a5650e1e1ccc	TCGA-3A-A9IJ-10A	35e98f3f-fa01-4b37-9892-7292aa908b6f	TCGA-3A-A9IJ-10A-01	69ce50ee-ec05-48fb-bd69-0dac46ed343c	TCGA-3A-A9IJ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5f468c25-73c3-49d5-ba12-50653dfe2c41	TCGA-3A-A9IJ	f80e9141-3634-49cd-8c85-610c7f644d83	TCGA-3A-A9IJ-01A	08d8cb7b-1725-4f3e-8e16-989a232de883	TCGA-3A-A9IJ-01A-11	5cc72c9a-7c80-473b-a777-602da1bf19e5	TCGA-3A-A9IJ-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5f468c25-73c3-49d5-ba12-50653dfe2c41	TCGA-3A-A9IJ	f80e9141-3634-49cd-8c85-610c7f644d83	TCGA-3A-A9IJ-01A	08d8cb7b-1725-4f3e-8e16-989a232de883	TCGA-3A-A9IJ-01A-11	74512031-b546-486c-99a4-3b2a99f7c415	TCGA-3A-A9IJ-01A-11R	1.9	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.71	8.7	UV Spec	released	'--
TCGA-PAAD	5f468c25-73c3-49d5-ba12-50653dfe2c41	TCGA-3A-A9IJ	f80e9141-3634-49cd-8c85-610c7f644d83	TCGA-3A-A9IJ-01A	08d8cb7b-1725-4f3e-8e16-989a232de883	TCGA-3A-A9IJ-01A-11	e995c697-d0de-4c22-80a9-582e5fe3465a	TCGA-3A-A9IJ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	382b279f-87e1-4dbc-a2ca-c1dfde1cf254	TCGA-XN-A8T5	62aef8b0-35fe-4aeb-bd52-618a787fd27f	TCGA-XN-A8T5-10A	f7d4b550-b916-4853-afc2-1744c8963401	TCGA-XN-A8T5-10A-01	25b24a33-3967-4669-9b8a-c92ce6d6c3e1	TCGA-XN-A8T5-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	382b279f-87e1-4dbc-a2ca-c1dfde1cf254	TCGA-XN-A8T5	62aef8b0-35fe-4aeb-bd52-618a787fd27f	TCGA-XN-A8T5-10A	f7d4b550-b916-4853-afc2-1744c8963401	TCGA-XN-A8T5-10A-01	53e9c76e-52fe-4775-aacc-c2577d35231d	TCGA-XN-A8T5-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	382b279f-87e1-4dbc-a2ca-c1dfde1cf254	TCGA-XN-A8T5	d82393fe-49a4-4b96-aee2-6f75399ca315	TCGA-XN-A8T5-01A	a1746dd1-6b99-4ee3-871d-f0e754d1c3e2	TCGA-XN-A8T5-01A-12	4469d156-29b2-4858-84a0-b9ef3113342a	TCGA-XN-A8T5-01A-12D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	382b279f-87e1-4dbc-a2ca-c1dfde1cf254	TCGA-XN-A8T5	d82393fe-49a4-4b96-aee2-6f75399ca315	TCGA-XN-A8T5-01A	a1746dd1-6b99-4ee3-871d-f0e754d1c3e2	TCGA-XN-A8T5-01A-12	6588d1db-a703-405f-af98-3f8be96c2c51	TCGA-XN-A8T5-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	382b279f-87e1-4dbc-a2ca-c1dfde1cf254	TCGA-XN-A8T5	d82393fe-49a4-4b96-aee2-6f75399ca315	TCGA-XN-A8T5-01A	a1746dd1-6b99-4ee3-871d-f0e754d1c3e2	TCGA-XN-A8T5-01A-12	7f4c26d9-304e-433f-ae8a-1a858643181c	TCGA-XN-A8T5-01A-12R	1.86	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.32	7.2	UV Spec	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	6385cf7e-9b2b-4bb2-a717-d889758e8943	TCGA-YB-A89D-01A	b29e64bd-27d6-48e3-983e-9dad50445117	TCGA-YB-A89D-01A-12	410b9caa-3ddb-4491-b3d5-6f9e079efdda	TCGA-YB-A89D-01A-12R	1.87	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.43	7.7	UV Spec	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	6385cf7e-9b2b-4bb2-a717-d889758e8943	TCGA-YB-A89D-01A	b29e64bd-27d6-48e3-983e-9dad50445117	TCGA-YB-A89D-01A-12	cd0537b8-8724-4662-bc1d-102e9644a709	TCGA-YB-A89D-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	6385cf7e-9b2b-4bb2-a717-d889758e8943	TCGA-YB-A89D-01A	b29e64bd-27d6-48e3-983e-9dad50445117	TCGA-YB-A89D-01A-12	da4a0299-fda2-43aa-8775-8769e9c79775	TCGA-YB-A89D-01A-12D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	df888bde-230b-4c44-af42-9f223c98eeb1	TCGA-YB-A89D-10A	a2072941-4548-45bc-a862-a76875ecc007	TCGA-YB-A89D-10A-01	5067387a-502a-40c1-a0c0-ff143496f790	TCGA-YB-A89D-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	df888bde-230b-4c44-af42-9f223c98eeb1	TCGA-YB-A89D-10A	a2072941-4548-45bc-a862-a76875ecc007	TCGA-YB-A89D-10A-01	a92dfe49-af31-41cf-967e-b26b395d630c	TCGA-YB-A89D-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	fe9894b8-1cf6-43dc-8cc5-3322b781e2f5	TCGA-YB-A89D-11A	4929715c-1d79-4570-b092-7f430b164b7a	TCGA-YB-A89D-11A-11	41e09e84-d3ac-45d8-9cef-3903adcb4433	TCGA-YB-A89D-11A-11R	1.86	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.11	7.0	UV Spec	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	fe9894b8-1cf6-43dc-8cc5-3322b781e2f5	TCGA-YB-A89D-11A	4929715c-1d79-4570-b092-7f430b164b7a	TCGA-YB-A89D-11A-11	7c43c7ab-1df2-43ef-846a-8f5982e9b83d	TCGA-YB-A89D-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	b84b58c7-95b8-4162-8e61-414f8fe422c6	TCGA-YB-A89D	fe9894b8-1cf6-43dc-8cc5-3322b781e2f5	TCGA-YB-A89D-11A	4929715c-1d79-4570-b092-7f430b164b7a	TCGA-YB-A89D-11A-11	87c06817-428b-4dad-a328-5199e7432b4e	TCGA-YB-A89D-11A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	09fd6d9e-c715-4d57-88f9-238dd74c79a7	TCGA-US-A774	6bf9833f-16c4-41b7-a244-c6866e1bba70	TCGA-US-A774-01A	511ccde0-d6cc-4564-8b55-26f6f5f301d4	TCGA-US-A774-01A-21	636a10e3-28fd-44bc-b815-a1516ad66f1f	TCGA-US-A774-01A-21D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	09fd6d9e-c715-4d57-88f9-238dd74c79a7	TCGA-US-A774	6bf9833f-16c4-41b7-a244-c6866e1bba70	TCGA-US-A774-01A	511ccde0-d6cc-4564-8b55-26f6f5f301d4	TCGA-US-A774-01A-21	af9a72e3-61a1-4fb3-9a22-4dfca0fbfe11	TCGA-US-A774-01A-21R	1.8	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.24	7.2	UV Spec	released	'--
TCGA-PAAD	09fd6d9e-c715-4d57-88f9-238dd74c79a7	TCGA-US-A774	6bf9833f-16c4-41b7-a244-c6866e1bba70	TCGA-US-A774-01A	511ccde0-d6cc-4564-8b55-26f6f5f301d4	TCGA-US-A774-01A-21	f0e912b7-ff4d-4308-ab9b-7d2dd28f1434	TCGA-US-A774-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	09fd6d9e-c715-4d57-88f9-238dd74c79a7	TCGA-US-A774	f882e2a1-4598-4891-b992-c779e345a7b9	TCGA-US-A774-11A	709b3ac3-ffc5-4432-806b-6c2f901bdf8d	TCGA-US-A774-11A-11	15a477b1-dedf-4038-b19d-291eb4455c46	TCGA-US-A774-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	09fd6d9e-c715-4d57-88f9-238dd74c79a7	TCGA-US-A774	f882e2a1-4598-4891-b992-c779e345a7b9	TCGA-US-A774-11A	709b3ac3-ffc5-4432-806b-6c2f901bdf8d	TCGA-US-A774-11A-11	955ce32f-4fba-4eef-bf7f-2093d97821cd	TCGA-US-A774-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	565ee830-5236-4414-aeaa-48ea7eb3b753	TCGA-HZ-7923	6d3105fb-405e-45bc-8d70-e43199f109d2	TCGA-HZ-7923-01A	8f74138a-8c9d-4931-95d9-1f787d7b1537	TCGA-HZ-7923-01A-12	2b5be7b0-ce2f-4587-9672-21707ac89e08	TCGA-HZ-7923-01A-12R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.61	8.1	UV Spec	released	'--
TCGA-PAAD	565ee830-5236-4414-aeaa-48ea7eb3b753	TCGA-HZ-7923	6d3105fb-405e-45bc-8d70-e43199f109d2	TCGA-HZ-7923-01A	8f74138a-8c9d-4931-95d9-1f787d7b1537	TCGA-HZ-7923-01A-12	4cd9503b-1237-4c46-993c-14edcd27e178	TCGA-HZ-7923-01A-12D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	565ee830-5236-4414-aeaa-48ea7eb3b753	TCGA-HZ-7923	6d3105fb-405e-45bc-8d70-e43199f109d2	TCGA-HZ-7923-01A	8f74138a-8c9d-4931-95d9-1f787d7b1537	TCGA-HZ-7923-01A-12	e4dcc9a3-75a1-4ab5-ae0d-15891396a24f	TCGA-HZ-7923-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	565ee830-5236-4414-aeaa-48ea7eb3b753	TCGA-HZ-7923	7e1d458a-452c-45eb-8a33-f6c59208c87b	TCGA-HZ-7923-10A	bade0720-c04f-4ba5-b198-678f2446b698	TCGA-HZ-7923-10A-01	1f44ac71-3c10-423c-9e21-5c7ab0639786	TCGA-HZ-7923-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	565ee830-5236-4414-aeaa-48ea7eb3b753	TCGA-HZ-7923	7e1d458a-452c-45eb-8a33-f6c59208c87b	TCGA-HZ-7923-10A	bade0720-c04f-4ba5-b198-678f2446b698	TCGA-HZ-7923-10A-01	3ef2bd4f-635f-41b5-9fa6-e9a142444e84	TCGA-HZ-7923-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	afe89625-b355-454d-8c0b-b4161edd69f8	TCGA-IB-AAUQ	6ea4c8d3-12c9-4273-9ace-08ffc2f7e5a0	TCGA-IB-AAUQ-10A	f27e19a8-69a7-4d00-899f-2f8e0a24bda7	TCGA-IB-AAUQ-10A-01	4c9a24af-6ebd-4ab2-90d4-a4df987a9f49	TCGA-IB-AAUQ-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	afe89625-b355-454d-8c0b-b4161edd69f8	TCGA-IB-AAUQ	847869f0-b61c-4a87-9eb2-6c3d2f19391f	TCGA-IB-AAUQ-01A	a3af0f0a-12da-48e0-a9a6-e87f9fde46e5	TCGA-IB-AAUQ-01A-22	19ac2701-a9c6-4c00-833d-d751f1955999	TCGA-IB-AAUQ-01A-22R	1.88	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.13	7.1	UV Spec	released	'--
TCGA-PAAD	afe89625-b355-454d-8c0b-b4161edd69f8	TCGA-IB-AAUQ	847869f0-b61c-4a87-9eb2-6c3d2f19391f	TCGA-IB-AAUQ-01A	a3af0f0a-12da-48e0-a9a6-e87f9fde46e5	TCGA-IB-AAUQ-01A-22	67b2fe6c-c36d-49e5-a90a-f296a17ac172	TCGA-IB-AAUQ-01A-22D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4f87e061-e773-48f2-84ba-32401396500e	TCGA-IB-A5SQ	70ebc8c8-bfb1-4a94-a8f5-6d8ac9262bd1	TCGA-IB-A5SQ-01A	f9258768-8820-43de-81d3-c60bf6551242	TCGA-IB-A5SQ-01A-11	1bfabfac-66d6-4488-9eab-5fee2e011ab1	TCGA-IB-A5SQ-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	4f87e061-e773-48f2-84ba-32401396500e	TCGA-IB-A5SQ	70ebc8c8-bfb1-4a94-a8f5-6d8ac9262bd1	TCGA-IB-A5SQ-01A	f9258768-8820-43de-81d3-c60bf6551242	TCGA-IB-A5SQ-01A-11	9b61b90d-74b4-4524-bab7-89790640a727	TCGA-IB-A5SQ-01A-11R	1.85	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.41	7.9	UV Spec	released	'--
